subject;question;true;wrong1;wrong2;wrong3
Geographie;Wie viele Länder gehören zum Vereinigten Königreich?;Vier;Zwei;Drei;Eins
Geographie;Was ist die Hauptstadt von Spanien?;Madrid;Barcelona;Sevilla;Toledo
Geographie;Welcher dieser Ländernamen ist nicht in der jeweiligen Landessprache geschrieben?;Slovaško;Suomi;Schweiz;Elláda
Geographie;Welche dieser vier Inseln ist die größte?;Borneo;Großbritannien;Kuba;Madagaskar
Geographie;Welches dieser Länder war NICHT Teil der Sowjetunion?;Rumänien;Turkmenistan;Weißrussland;Tadschikistan
Geographie;In welchem County in England befindet sich die University of East Anglia?;Norfolk;Suffolk;Essex;Cambridgeshire
Geographie;Wo befindet sich der Hadrianswall?;Carlisle, England;Rom, Italien;Alexandria, Ägypten;Dublin, Irland
Geographie;Wie heißt eine der neuaramäischen Sprachen, die von der jüdischen Bevölkerung im Nordwesten des Irak gesprochen wird?;Lishana Deni;Hulaulá;Lishan Didan;Chaldean Neo-Aramaic
Geographie;Welches Land des Vereinigten Königreichs zeigt einen Drachen auf seiner Flagge?;Wales;England;Nordirland;Schottland
Geographie;Wie viele Stationen hat die Central Line in der Londoner U-Bahn?;49;51;43;47
Geographie;Wie viele Zeitzonen hat Russland?;11;6;24;16
Geographie;Welcher Fluss ist der längste der Welt?;Nil;Missouri;Amazonas;Jangtsekiang
Geographie;Zu welchem Land gehören die Maluku-Inseln?;Indonesien;Chile;Neuseeland;Fidschi
Geographie;Was ist die Hauptstadt von Grönland?;Nuuk;Sisimiut;Narsaq;Maniitsoq
Geographie;Welche der folgenden spanischen Provinzen liegt NICHT im Norden Spaniens?;Murcia;Asturien;Navarra;León
Geographie;Welcher Berg ist der höchste der Welt?;Mount Everest;Mount Godwin-Austen;Kangchenjunga;Annapurna
Geographie;Wie heißt die Hauptstadt von Slowenien?;Ljubljana;Maribor;Velenje;Trbovlje
Geographie;Welches Land mit muslimischer Bevölkerungsmehrheit hatte 2010 die größte Bevölkerung?;Indonesien;Saudi-Arabien;Iran;Sudan
Geographie;Welche deutsche Stadt liegt an der Isar?;München;Berlin;Hamburg;Dortmund
Geographie;Wie viele unabhängige Staaten gibt es in Südamerika?;12;8;9;10
Geographie;Welche Stadt hat den verkehrsreichsten Flughafen der Welt?;Atlanta, Georgia (USA);London, England;Chicago, Illinois (USA);Tokio, Japan
Geographie;Welche dieser Städte liegt nicht in Saudi-Arabien?;Dubai;Riad;Mekka;Medina
Geographie;Wie heißt das ehemals reichhaltige Fischereigebiet vor der Küste Neufundlands (Kanada)?;Grand Banks;Great Barrier Reef;Marianengraben;Hudson Bay
Geographie;Wie viele Zeitzonen hat China?;1;3;4;2
Geographie;Welches Land hat die größte japanische Bevölkerungsgruppe außerhalb Japans?;Brasilien;China;Russland;Vereinigte Staaten
Geographie;Welches dieser Länder ist kein Mitgliedsstaat der Vereinten Nationen?;Niue;Tuvalu;Südsudan;Montenegro
Geographie;In welchem County in England liegt die Stadt Portsmouth?;Hampshire;Oxfordshire;Buckinghamshire;Surrey
Geographie;Welche Stadt ist die Hauptstadt der Schweiz?;Bern;Zürich;Frankfurt;Wien
Geographie;Welche dieser Regionen ist keine Provinz Chinas?;Jangtse (Fluss);Fujian;Sichuan;Guangdong
Geographie;Kuala Lumpur ist die Hauptstadt welches Landes?;Malaysia;Indonesien;Singapur;Thailand
Geographie;Was ist die Hauptstadt von Vietnam?;Hanoi;Da Nang;Haiphong;Ho-Chi-Minh-Stadt
Geographie;Wie viele Bundesländer hat Deutschland?;16;13;32;25
Geographie;Welcher Ort ist die nördlichste ganzjährig bewohnte Siedlung?;Alert;Nagurskoye;McMurdo-Station;Honningsvåg
Geographie;Welche dieser Städte liegt auf dem 4. Längengrad Ost?;Amsterdam;Rio de Janeiro;Toronto;Hongkong
Geographie;Wie viele Grafschaften hat die Republik Irland?;26;32;28;30
Geographie;Welche der folgenden Städte ist keine Hauptstadt?;Sydney;Kairo;Moskau;Peking
Geographie;Grönland gehört zu welchem Königreich?;Dänemark;Schweden;Norwegen;Vereinigtes Königreich
Geographie;Welches dieser Länder grenzt an Polen?;Litauen;Frankreich;Norwegen;Niederlande
Geographie;Welches Land ist das größte muslimische Land der Welt?;Indonesien;Pakistan;Saudi-Arabien;Iran
Geographie;Welcher Fluss ist der längste Europas?;Wolga;Donau;Rhein;Themse
Geographie;Wie groß ist die Fläche des Vatikanstaates?;0,44km^2;0,10km^2;0,86km^2;12,00km^2
Geographie;Was ist die Hauptstadt von Mauritius?;Port Louis;Port Moresby;Port Vila;Port-au-Prince
Geographie;Welches afrikanische Land hat Portugiesisch als Amtssprache?;Mosambik;Botswana;Gabun;Togo
Geographie;Wie heißt die Halbinsel, auf der Spanien und Portugal liegen?;Iberische Halbinsel;Europäische Halbinsel;Peloponnes;Skandinavische Halbinsel
Geographie;Was ist die Hauptstadt von Jamaika?;Kingston;San Juan;Port-au-Prince;Bridgetown
Geographie;Welches ist der kleinste Staat der Welt?;Vatikanstadt;Malediven;Monaco;Liechtenstein
Geographie;Welche ist die größte Insel der Welt, die nicht zu einem Kontinent gehört?;Grönland;Neuguinea;Borneo;Madagaskar
Geographie;Was ist Laos?;Land;Region;Fluss;Stadt
Geographie;Welche beiden Länder teilen sich die längste gemeinsame Grenze der Welt?;Kanada und die USA;Chile und Argentinien;Russland und China;Indien und Pakistan
Geographie;Frankenmuth, eine US-Stadt mit dem Spitznamen "Little Bavaria", liegt in welchem US-Bundesstaat?;Michigan;Pennsylvania;Kentucky;Virginia
Geographie;Welcher ist der höchste Berg Kanadas?;Mount Logan;Mont Tremblant;Whistler Mountain;Blue Mountain
Geographie;Was ist die Hauptstadt von Indien?;Neu-Delhi;Peking;Montreal;Tithi
Geographie;Welche der folgenden Sprachen verwendet NICHT das lateinische Alphabet?;Georgisch;Türkisch;Suaheli;Vietnamesisch
Geographie;Welches Land beansprucht die Antarktis?;Niemand;Vereinigte Staaten von Amerika;Vereinte Nationen;Australien
Geographie;Welche der folgenden japanischen Inseln ist die größte?;Honshu;Hokkaido;Shikoku;Kyushu
Geographie;Welches ist flächenmäßig das größte Land der Welt?;Russland (Russische Föderation);China;Kanada;Brasilien
Geographie;Welcher US-Bundesstaat ist flächenmäßig der kleinste?;Rhode Island;Maine;Vermont;Massachusetts
Geographie;An welchem Datum feiert Finnland seinen Unabhängigkeitstag?;6. Dezember;2. Januar;12. November;8. Februar
Geographie;Welcher dieser Inselstaaten liegt in der Karibik?;Barbados;Fidschi;Malediven;Seychellen
Geographie;Was ist die Hauptstadt der Slowakei?;Bratislava;Sofia;Ljubljana;Sarajevo
Geographie;Welches Land hat eine horizontal rot-weiße Flagge?;Monaco;Bahrain;Malta;Liechtenstein
Geographie;Wie heißt das Gebiet, das die heutige Türkei umfasst?;Anatolien;Isthmus von...;Ottoma;Isthmus von Anatolien
Geographie;Auf welcher Insel der Kanaren ereignete sich einer der schwersten Flugzeugunglücke der Geschichte?;Teneriffa;Fuerteventura;Gran Canaria;Maui
Geographie;Was ist die Hauptstadt von Estland?;Tallinn;Helsinki;Tartu;Riga
Geographie;Welches dieser Länder gehört nicht zum asiatischen Kontinent?;Surinam;Georgien;Russland;Singapur
Geographie;Wie viele Länder sind flächenmäßig größer als Australien?;5;4;3;6
Geographie;Welches dieser Länder gehört zur Eurozone, liegt aber nicht im Schengen-Raum?;Zypern;Malta;Griechenland;Portugal
Geographie;Gotland gehört zu welchem Land?;Schweden;Dänemark;Norwegen;Deutschland
Geographie;Wie viele Zeitzonen gibt es in Russland?;11;8;5;2
Geographie;Welches dieser arabischen Länder hat keine ausschließlich panarabischen Farben in seiner Flagge?;Katar;Kuwait;Vereinigte Arabische Emirate;Jordanien
Geographie;Welches Land ist flächenmäßig das kleinste in Südamerika?;Surinam;Brasilien;Uruguay;Chile
Geographie;Welche Route wird am häufigsten beim Aufstieg des K2 benutzt?;Abruzzi-Route;Magic Line;Cesen-Route;Polnische Route
Geographie;Welches europäische Land ist kein Teil der EU?;Norwegen;Litauen;Irland;Tschechien
Geographie;Welches Symbol befindet sich auf dem Wappen der Republik Tadschikistan über dem Sonnenaufgang?;Krone;Vogel;Sichel;Baum
Geographie;Bridgetown ist die Hauptstadt welchen karibischen Inselstaates?;Barbados;Kuba;Jamaika;Dominica
Geographie;Welcher ist der größte See Afrikas?;Victoria-See;Tanganjikasee;Malawisee;Turkana-See
Geographie;Was ist die Hauptstadt des US-Bundesstaates Nevada?;Carson City;Las Vegas;Henderson;Reno
Geographie;Welcher US-Bundesstaat hat als einziger keine rechteckige Flagge?;Ohio;Florida;Idaho;New Mexico
Geographie;In welchem Land liegt die Stadt Rio de Janeiro?;Brasilien;Peru;Chile;Venezuela
Geographie;Welches Land ist nach Fläche das zweitgrößte der Welt?;Kanada;Russland;China;Vereinigte Staaten von Amerika
Geographie;Gibraltar, südlich der Iberischen Halbinsel gelegen, ist ein Territorium welches westeuropäischen Landes?;Vereinigtes Königreich;Spanien;Portugal;Frankreich
Geographie;Welcher Hafen ist der verkehrsreichste in Europa?;Hafen von Rotterdam;Hafen von Antwerpen;Hafen von Hamburg;Hafen von Amsterdam
Geographie;Welche dieser Erdplatten existiert nicht?;Atlantische Platte;Nordamerikanische Platte;Eurasische Platte;Nazca-Platte
Geographie;Welches dieser Länder hat die kleinste Bevölkerung?;Norwegen;Slowakei;Finnland;Hongkong
Geographie;Welcher nordamerikanische Touristenort wird vom Ausflugsboot "Maid of the Mist" angefahren?;Niagarafälle;Whistler (British Columbia);Disney World;Yosemite-Nationalpark
Geographie;Welche ist die größte Insel Kanadas?;Baffin-Insel;Prince Edward Island;Vancouver Island;Neufundland
Geographie;Auf welchen Kontinent(en) liegt das gesamte Staatsgebiet Spaniens?;Europa und Afrika;Europa, Afrika und Asien;Europa;Europa und Asien
Geographie;In welchem Land liegen die Hunua Ranges?;Neuseeland;Nepal;China;Mexiko
Geographie;Wie lautet der Spitzname des japanischen Stadtteils Akihabara?;Electric Town;Moon Walk River;Otaku Central;Big Eyes
Geographie;Zwischen welchen beiden Ländern liegt der Titicacasee?;Peru und Bolivien;Kenia und Uganda;Mexiko und die USA;Indien und Bangladesch
Geographie;Welche dieser Städte liegt nicht in Indien?;Islamabad;Hyderabad;Ahmedabad;Ghaziabad
Geographie;Wie heißt die Hauptstadt der Türkei?;Ankara;Istanbul;Izmir;Bursa
Geographie;Wie heißt die Hauptstadt Litauens?;Vilnius;Tallinn;Helsinki;Riga
Geographie;Vor welcher Küste liegt das Fürstentum Sealand?;Vereinigtes Königreich;Japan;Australien;Argentinien
Geographie;Welche der folgenden europäischen Sprachen gilt als sogenannte isolierte Sprache?;Baskisch;Galicisch;Maltesisch;Ungarisch
Geographie;Wie heißt die Nationalhymne Kanadas?;O Canada;O Red Maple;Leaf-Spangled Banner;March of the Puck Drop
Geographie;Welche Landenge verbindet Nord- und Südamerika?;Landenge von Panama;Landenge von Suez;Ural;Australien
Geographie;In welcher kanadischen Stadt befindet sich der "Big Nickel"?;Sudbury;Calgary;Halifax;Victoria
Geographie;Welche der folgenden Inuit-Sprachen verwendete als erste ein eigenes Schriftsystem?;Inuktitut;Inuinnaqtun;Grönländisch;Inupiat
Geographie;Mit wie vielen Ländern grenzt Spanien?;5;2;3;4
Geographie;Auf welchem Kontinent liegt Lesotho?;Afrika;Asien;Südamerika;Europa
Geographie;Broome ist eine Stadt in welchem australischen Bundesstaat?;Western Australia;Northern Territory;South Australia;Tasmanien
Geographie;Welche dieser US-Städte hat weniger als 1.000.000 Einwohner?;San Francisco, Kalifornien;Phoenix, Arizona;San Antonio, Texas;Philadelphia, Pennsylvania
Geographie;An der Grenze welcher beiden Länder liegen die Pyrenäen?;Frankreich und Spanien;Italien und Schweiz;Norwegen und Schweden;Russland und Ukraine
Geographie;Außer den Vereinigten Staaten erheben alle folgenden Länder Anspruch auf Gebiete in der Antarktis:;Vereinigte Staaten;Australien;Chile;Norwegen
Geographie;Welcher Nationalpark war der erste, der in den Vereinigten Staaten eingerichtet wurde?;Yellowstone;Sequoia;Yosemite;Rocky Mountain
Geographie;Was ist die Hauptstadt des US-Bundesstaates Wisconsin?;Madison;Milwaukee;Wisconsin Dells;Green Bay
Geographie;Welche der folgenden Sprachen ist keine finno-ugrische Sprache?;Samojedisch;Ungarisch;Finnisch;Estnisch
Geographie;Wie viele Einwohner hatte 2012 der deutschsprachige Kleinstaat Liechtenstein in Mitteleuropa?;36.600;2.400;90.000;323.400
Geographie;Welches dieser Länder liegt nicht in Afrika?;Suriname;Burkina Faso;Mosambik;Algerien
Geographie;Was ist die Hauptstadt von Peru?;Lima;Santiago;Montevideo;Buenos Aires
Geographie;Welche zwei Länder hießen bis 1980 unter der Kolonialbezeichnung Rhodesien?;Sambia und Simbabwe;Togo und Benin;Lesotho und Swasiland;Ruanda und Burundi
Geographie;An wie viele Länder grenzt Kirgisistan?;4;3;1;6
Geographie;Welches Land hat drei Hauptstadtstädte?;Südafrika;Somalia;China;Vereinigtes Königreich
Geographie;Wie heißt die Hauptstadt Neuseelands?;Wellington;Auckland;Christchurch;Melbourne
Geographie;Welche Stadt ist die Hauptstadt der Vereinigten Staaten von Amerika?;Washington, D.C.;Seattle;Albany;Los Angeles
Geographie;Welche kanadische Provinz hat Charlottetown als Hauptstadt?;Prince Edward Island;Saskatchewan;Nordwest-Territorien;Ontario
Geographie;Welches dieser Länder ist kein Land in Afrika?;Guyana;Senegal;Liberia;Somalia
Geographie;Wie heißt das Gebirge an der Grenze zwischen Spanien und Frankreich?;Pyrenäen;Alpen;Karpaten;Ural
Geographie;Was ist die Hauptstadt von Chile?;Santiago;Valparaíso;Copiapó;Antofagasta
Geographie;Welches Land gehört nicht zu Skandinavien?;Finnland;Norwegen;Schweden;Dänemark
Geographie;Was ist die Hauptstadt von Indonesien?;Jakarta;Bandung;Medan;Palembang
Geographie;Welcher der folgenden ist kein australischer Bundesstaat oder Territorium?;Alberta;New South Wales;Victoria;Queensland
Geographie;In welchem europäischen Land befindet sich der Hauptquartier der Weltgesundheitsorganisation?;Schweiz;Vereinigtes Königreich;Frankreich;Belgien
Geographie;Welches Land mit nur einer Zeitzone ist flächenmäßig das größte?;China;Kanada;Indien;Russland
Geographie;Welche Stadt war 2015 die bevölkerungsreichste Stadt Amerikas?;São Paulo;New York;Mexiko-Stadt;Los Angeles
Geographie;Welche Jahreszahl steht auf der Flagge des US-Bundesstaates Wisconsin?;1848;1634;1783;1901
Geographie;Was ist die Hauptstadt von Schottland?;Edinburgh;Glasgow;Dundee;London
Geographie;"Welcher US-Bundesstaat hat den Spitznamen ""The Golden State""?";Kalifornien;Florida;New Mexico;Alaska
Geographie;Welcher US-Bundesstaat hat die größte Bevölkerung?;Kalifornien;New York;Texas;Florida
Geographie;In welcher kanadischen Provinz liegt Montreal?;Québec;Ontario;Nova Scotia;Alberta
Geographie;Wie heißt die Hauptstadt von Bermuda?;Hamilton;Santo Domingo;San Juan;Havanna
Geographie;Wie viele Flüsse gibt es in Saudi-Arabien?;0;1;2;3
Geographie;Welchem Land gehören die Andamanen und Nikobaren in Südostasien?;Indien;Vietnam;Thailand;Indonesien
Geographie;Welcher kleine Fürstenstaat liegt zwischen Spanien und Frankreich?;Andorra;Liechtenstein;Monaco;San Marino
Geographie;Wie viele souveräne Staaten sind Mitglieder der Vereinten Nationen?;195;201;153;178
Geographie;Wie hoch ist das One World Trade Center in New York City?;1,776 ft;1,888 ft;1,225 ft;1,960 ft
Geographie;"Wie lautet das finnische Wort für ""Finnland""?";Suomi;Eesti;Magyarország;Sverige
Geographie;Welches dieser Länder hat die Verwendung persönlicher genetischer Abstammungstests verboten?;Deutschland;Österreich;Kanada;Schweden
Geographie;Welches der folgenden Länder ist kein sogenanntes "megadiverses" Land?;Thailand;Peru;Mexiko;Südafrika
Geographie;Was ist die Hauptstadt von Dänemark?;Kopenhagen;Aarhus;Odense;Aalborg
Geographie;Was ist die Amtssprache von Bhutan?;Dzongkha;Ladakhi;Karen;Groma
Geographie;In welchem westafrikanischen Land liegt die historische Stadt Timbuktu?;Mali;Senegal;Niger;Burkina Faso
Geographie;Mit wie vielen Ländern grenzt Luxemburg?;3;4;2;5
Geographie;Welche ist die kleinste Provinz Kanadas?;Prince Edward Island;New Brunswick;Nova Scotia;Yukon
Geographie;Was ist die Hauptstadt von Australien?;Canberra;Sydney;Melbourne;Brisbane
Geographie;Wo befinden sich die "Spanischen Treppen"?;Rom, Italien;Barcelona, Spanien;Berlin, Deutschland;London, England
Geographie;Was ist die Hauptstadt Südkoreas?;Seoul;Pjöngjang;Daegu;Kitakyushu
Geographie;Wie wird die Hauptstadt von Ungarn richtig geschrieben?;Budapest;Boodapest;Bhudapest;Budapast
Geographie;In welchem Land fließt der Taedong-Fluss?;Nordkorea;Südkorea;Japan;China
Geographie;Wie heißt die nach Vilnius zweitgrößte Stadt Litauens?;Kaunas;Panevėžys;Vilnius;Klaipėda
Geographie;Wie nennt man die Ureinwohner Neuseelands?;Māori;Wikinger;Polynesier;Samoaner
Geographie;Wie heißt die größte Stadt im US-Bundesstaat Tennessee?;Memphis;Theben;Alexandria;Luxor
Geographie;Was ist die Hauptstadt des US-Bundesstaates New York?;Albany;Buffalo;New York;Rochester
Geographie;An wie viele Länder grenzt Mexiko?;3;2;4;1
Geographie;"Welches dieser afrikanischen Länder hat Spanisch als Amtssprache?";Äquatorialguinea;Guinea;Kamerun;Angola
Geographie;Welche russische Oblast grenzt an Polen?;Kaliningrad;Samara;Nischni Nowgorod;Omsk
Geographie;Was ist die Hauptstadt der Vereinigten Staaten?;Washington, D.C.;Los Angeles, CA;New York City, NY;Houston, TX
Geographie;Was ist die Amtssprache Pakistans?;Urdu;Hindi;Pandschabi;Paschtu
Geographie;Der Gebirgspass Khyber verbindet welche beiden Länder?;Afghanistan und Pakistan;Indien und Nepal;Pakistan und Indien;Tadschikistan und Kirgisistan
Geographie;Welches dieser Länder erkennt Armenien nicht als unabhängigen Staat an?;Pakistan;Iran;Türkei;Aserbaidschan
Geographie;In welchem County in England befindet sich Stonehenge?;Wiltshire;Somerset;Cumbria;Herefordshire
Geographie;Welches Land des Vereinigten Königreichs ist auf der Union Jack-Flagge nicht dargestellt?;Wales;Schottland;Irland;Isle of Wight
Geographie;Welches Land ist flächenmäßig das größte der Welt?;Russland;Kanada;China;Vereinigte Staaten
Geographie;Auf welchem Kontinent liegt Angola?;Afrika;Südamerika;Europa;Asien
Geographie;Welche Farbe hat der Kreis auf der japanischen Flagge?;Rot;Weiß;Gelb;Schwarz
Geographie;Wo befinden sich die Nazca-Linien?;Peru;Brasilien;Kolumbien;Ecuador
Geographie;Alle folgenden Orte liegen in Kiribati, außer:;Urutora;Rungata;London;Washington
Geographie;Welcher kleine Staat liegt zwischen Frankreich und Spanien?;Andorra;San Marino;Vatikanstadt;Liechtenstein
Geographie;Wie heißt das einzige noch bestehende Großherzogtum der Welt?;Luxemburg;Montenegro;Liechtenstein;Andorra
