subject;question;true;wrong1;wrong2;wrong3
Filme;Wer spielte \"Captain America\" im MCU?;Chris Evans;Chris Hemsworth;Chris Pratt;Jeremy Renner
Filme;Welcher Film ist bekannt für die Zeile \"Houston, we have a problem\"?;Apollo 13;Gravity;The Martian;Interstellar
Filme;Wie heißt der Film über einen Jungen, der ein Zauberlehrling wird?;Harry Potter;Percy Jackson;Eragon;Die Chroniken von Narnia
Filme;Wer spielte die Hauptrolle in \"Cast Away\"?;Tom Hanks;Leonardo DiCaprio;Brad Pitt;Matt Damon
Filme;Welcher Film handelt von einem Elefanten mit großen Ohren?;Dumbo;Bambi;The Lion King;Aladdin
Filme;Wie heißt der Regisseur von \"The Shining\"?;Stanley Kubrick;Alfred Hitchcock;Brian De Palma;Ridley Scott
Filme;Wer spielte \"Wonder Woman\" im DCEU?;Gal Gadot;Brie Larson;Scarlett Johansson;Margot Robbie
Filme;Welcher Film basiert auf einem Theaterstück von Shakespeare?;Romeo + Julia;The Great Gatsby;Othello;Macbeth
Filme;Wie heißt das Hotel in \"Shining\"?;Overlook Hotel;Bates Motel;The Grand Budapest Hotel;Cecil Hotel
Filme;Wer spielte die Hauptrolle in \"Deadpool\"?;Ryan Reynolds;Chris Pratt;Ryan Gosling;Jake Gyllenhaal
Filme;Welcher Film handelt von einem Roboter, der seine Existenz hinterfragt?;Blade Runner;A.I. Artificial Intelligence;Ex Machina;I, Robot
Filme;Wie heißt der Bösewicht in \"Toy Story\"?;Sid;Lotso;Stinky Pete;Gabby Gabby
Filme;Wer spielte \"Captain Jack Sparrow\"?;Johnny Depp;Orlando Bloom;Geoffrey Rush;Keira Knightley
Filme;Welcher Film spielt auf einer Insel mit genetisch veränderten Dinosauriern?;Jurassic Park;King Kong;Godzilla;Deep Blue Sea
Filme;Wie heißt der Regisseur von \"Der Pate\"?;Francis Ford Coppola;Martin Scorsese;Brian De Palma;Quentin Tarantino
Filme;Wer spielte die Hauptrolle in \"American History X\"?;Edward Norton;Brad Pitt;Leonardo DiCaprio;Matt Damon
Filme;Welcher Film handelt von einer Gruppe von Freunden, die ein gestohlenes Auto suchen?;The Fast and the Furious;Drive;Baby Driver;Gone in 60 Seconds
Filme;Wie heißt die Schauspielerin in \"Gravity\"?;Sandra Bullock;Angelina Jolie;Jennifer Lawrence;Cate Blanchett
Filme;Wer spielte \"Iron Man\" im MCU?;Robert Downey Jr.;Chris Evans;Mark Ruffalo;Chris Hemsworth
Filme;Welcher Film basiert auf einem Brettspiel?;Clue;Monopoly;Battleship;Ouija
Filme;Wie heißt der Regisseur von \"Inception\"?;Christopher Nolan;Steven Spielberg;James Cameron;Ridley Scott
Filme;Wer spielte die Hauptrolle in \"E.T. the Extra-Terrestrial\"?;Henry Thomas;Drew Barrymore;Robert MacNaughton;Dee Wallace
Filme;Welcher Film handelt von einem Mann, der im Schlaf trainiert wird?;The Matrix;Inception;Dark City;Total Recall
Filme;Wie heißt der Planet, auf dem Superman aufwuchs?;Erde;Krypton;Alderaan;Vulcan
Filme;Wer spielte \"Wolverine\" in den X-Men Filmen?;Hugh Jackman;Ryan Reynolds;Patrick Stewart;Ian McKellen
Filme;Welcher Film basiert auf einem Roman von F. Scott Fitzgerald?;The Great Gatsby;The Age of Innocence;Tender Is the Night;The Last Tycoon
Filme;Wie heißt der Protagonist in \"Zwei glorreiche Halunken\"?;Blondie;Tuco;Angel Eyes;Sentenza
Filme;Wer spielte die Hauptrolle in \"Whiplash\"?;Miles Teller;J.K. Simmons;Melissa Benoist;Paul Reiser
Filme;Welcher Film handelt von einer außerirdischen Spezies, die menschliche Körper übernimmt?;Invasion of the Body Snatchers;The Thing;The Host;They Live
Filme;Wie heißt der Regisseur von \"Pans Labyrinth\"?;Guillermo del Toro;Alfonso Cuarón;Alejandro G. Iñárritu;Pedro Almodóvar
Filme;Wer spielte \"Hermine Granger\" in \"Harry Potter\"?;Emma Watson;Bonnie Wright;Evanna Lynch;Katie Leung
Filme;Welcher Film ist bekannt für die Zeile \"Hasta la vista, baby\"?;Terminator 2;Terminator;Total Recall;Predator
Filme;Wie heißt die Schauspielerin in \"Frühstück bei Tiffany\"?;Audrey Hepburn;Marilyn Monroe;Grace Kelly;Elizabeth Taylor
Filme;Wer spielte die Hauptrolle in \"The Revenant\"?;Leonardo DiCaprio;Tom Hardy;Will Poulter;Domhnall Gleeson
Filme;Welcher Film handelt von einem Koch, der zum Kung-Fu-Meister wird?;Kung Fu Panda;Mulan;Ratatouille;Big Hero 6
Filme;Wie heißt der Regisseur von \"Die fabelhafte Welt der Amélie\"?;Jean-Pierre Jeunet;Luc Besson;François Truffaut;Claude Chabrol
Filme;Wer spielte die Hauptrolle in \"Der Pianist\"?;Adrien Brody;Daniel Day-Lewis;Geoffrey Rush;Colin Firth
Filme;Welcher Film basiert auf dem Leben des Boxers Jake LaMotta?;Raging Bull;Rocky;Creed;Million Dollar Baby
Filme;Wie heißt der Protagonist in \"Der Herr der Ringe\"?;Frodo Beutlin;Aragorn;Gandalf;Legolas
Filme;Wer spielte die Hauptrolle in \"Blade Runner 2049\"?;Ryan Gosling;Harrison Ford;Jared Leto;Ana de Armas
Filme;Welcher Film ist bekannt für die Zeile \"Life is like a box of chocolates\"?;Forrest Gump;Cast Away;The Green Mile;Sleepless in Seattle
Filme;Wie heißt der Regisseur von \"Inglourious Basterds\"?;Quentin Tarantino;Martin Scorsese;Steven Spielberg;Guy Ritchie
Filme;Wer spielte \"Katniss Everdeen\" in \"Die Tribute von Panem\"?;Jennifer Lawrence;Emma Stone;Shailene Woodley;Kristen Stewart
Filme;Welcher Film handelt von einem Clown, der zum Terroristen wird?;Joker;It;The Dark Knight;V for Vendetta
