subject;question;true;wrong1;wrong2;wrong3
Kunst;Wer war ein bedeutender Vertreter des Abstrakten Expressionismus?;Jackson Pollock;Salvador Dalí;Claude Monet;Andy Warhol
Kunst;Was ist Enkaustik?;Maltechnik mit Wachs als Bindemittel;Maltechnik mit Ei-Emulsion;Maltechnik mit Ölfarben;Maltechnik mit Acrylfarben
Kunst;Welcher Künstler ist bekannt für seine Scherenschnitte aus bemalten Papieren?;Henri Matisse;Pablo Picasso;Wassily Kandinsky;Piet Mondrian
Kunst;Was ist eine Vedute?;Eine detailreiche Landschafts- oder Stadtansicht;Ein abstraktes Porträt;Ein religiöses Altarbild;Eine Skulptur aus Bronze
Kunst;Wer gilt als der erste Künstler, der Ölfarben perfektionierte?;Jan van Eyck;Leonardo da Vinci;Albrecht Dürer;Tizian
Kunst;Welcher Stil dominierte in Europa zwischen 1750 und 1850 und orientierte sich an der Antike?;Klassizismus;Romantik;Gotik;Art Nouveau
Kunst;Was ist Relief in der Bildhauerei?;Eine erhabene Darstellung auf einer Fläche;Eine freistehende Skulptur;Eine bemalte Oberfläche;Eine Keramikvase
Kunst;Welcher Künstler ist bekannt für seine Pop-Art-Siebdrucke von Suppendosen und Prominenten?;Andy Warhol;Roy Lichtenstein;Keith Haring;Jeff Koons
Kunst;Was ist Kalligrafie?;Die Kunst des schönen Schreibens;Eine Technik der Steinmetzarbeit;Eine Form der Glasmalerei;Ein Verfahren zur Buchbindung
Kunst;Welche Stadt war ein Zentrum der Frührenaissance?;Florenz;Rom;Venedig;Mailand
Kunst;Was ist Intarsie?;Einlegearbeit aus Holzstücken in Oberflächen;Eine Art der Keramikmalerei;Eine Technik der Metallätzung;Eine Form der Textilfärbung
Kunst;Wer entwarf das Guggenheim Museum in New York mit seiner spiralförmigen Rampe?;Frank Lloyd Wright;Ludwig Mies van der Rohe;Le Corbusier;Eero Saarinen
Kunst;Was ist Genre-Malerei?;Darstellung alltäglicher Szenen;Malerei religiöser Themen;Porträts von Adligen;Abstrakte Malerei
Kunst;Welche Bewegung des frühen 20. Jahrhunderts lehnte die Vernunft ab und feierte das Absurde?;Dadaismus;Futurismus;Suprematismus;De Stijl
Kunst;Wer schuf die Skulptur David in Marmor in Florenz?;Michelangelo;Donatello;Leonardo da Vinci;Raffael
Kunst;Was ist Ätzradierung?;Ein Tiefdruckverfahren mit Säure;Eine Art der Holzschnitzerei;Eine Technik der Aquarellmalerei;Eine Form der Mosaikkunst
Kunst;Welcher Stil der islamischen Architektur ist bekannt für seine Hufeisenbögen und Mosaike?;Maurisch;Osmanisch;Persisch;Mogul
Kunst;Was ist Aquarellmalerei?;Malerei mit transparenten, wasserlöslichen Farben;Malerei mit Ölfarben;Malerei mit Pastellkreiden;Malerei mit Acrylfarben
Kunst;Wer malte die Sixtinische Madonna mit den berühmten Engeln am unteren Rand?;Raffael;Leonardo da Vinci;Michelangelo;Tizian
Kunst;Was bedeutet Illusionismus in der Malerei?;Die Erzeugung eines dreidimensionalen Scheins;Die Verwendung leuchtender Farben;Die Darstellung von Träumen;Die Betonung von Schatten
Kunst;Welcher Künstler schuf die Serie der Kathedrale von Rouen zu verschiedenen Tageszeiten?;Claude Monet;Pierre-Auguste Renoir;Camille Pissarro;Alfred Sisley
Kunst;Was ist Serigrafie?;Ein Siebdruckverfahren;Eine Technik der Freskomalerei;Eine Form der Bronzeskulptur;Ein Verfahren zur Glasätzung
Kunst;Wer entwarf das berühmte Möbelstück Barcelona Chair?;Ludwig Mies van der Rohe;Marcel Breuer;Le Corbusier;Arne Jacobsen
Kunst;Was ist Kubismus?;Darstellung von Objekten aus mehreren Blickwinkeln gleichzeitig;Malerei mit rein geometrischen Formen;Malerei mit schnellen Pinselstrichen;Malerei mit surrealen Elementen
Kunst;Welcher Bildhauer der Renaissance ist bekannt für seine Bronzetüren des Baptisteriums von Florenz?;Lorenzo Ghiberti;Donatello;Andrea del Verrocchio;Benvenuto Cellini
Kunst;Was ist Tempera?;Maltechnik mit Ei-Emulsion als Bindemittel;Maltechnik mit Ölfarben;Maltechnik mit Wachs;Maltechnik mit Harz
Kunst;Welcher Architekt gilt als Pionier der organischen Architektur?;Frank Lloyd Wright;Walter Gropius;Le Corbusier;Philip Johnson
Kunst;Was ist Manierismus?;Ein Stil zwischen Renaissance und Barock, oft mit überzogenen Proportionen;Ein realistischer Stil des 19. Jahrhunderts;Ein Stil, der sich auf Naturdarstellungen konzentriert;Ein sehr schlichter, minimalistischer Stil
Kunst;Wer malte Die Geburt der Venus?;Sandro Botticelli;Tizian;Giorgione;Piero della Francesca
Kunst;Was ist Assemblage?;Ein Kunstwerk aus dreidimensionalen, oft gefundenen Objekten;Eine Art der abstrakten Malerei;Eine Technik der Holzschnitzerei;Ein Verfahren zur Herstellung von Mosaiken
Kunst;Welche Bewegung in den 1960er Jahren nutzte kommerzielle Bilder und Populärkultur?;Pop Art;Minimalismus;Concept Art;Op Art
Kunst;Was ist Chiaroscuro?;Starke Hell-Dunkel-Kontraste in der Malerei;Eine Maltechnik mit leuchtenden Farben;Die Darstellung von Schatten ohne Lichtquelle;Eine Form der perspektivischen Darstellung
Kunst;Wer schuf das Gemälde Die Beständigkeit der Erinnerung?;Salvador Dalí;René Magritte;Max Ernst;Joan Miró
Kunst;Was ist Mosaik?;Ein Bild aus kleinen, farbigen Steinen, Glasstücken oder Keramik;Ein Fresko auf feuchtem Putz;Eine Technik der Glasmalerei;Eine Form der Metallgravur
Kunst;Welcher Stil ist gekennzeichnet durch einfache, geometrische Formen und industrielle Materialien?;Minimalismus;Surrealismus;Expressionismus;Präraffaeliten
Kunst;Wer entwarf das Sydney Opera House?;Jørn Utzon;Eero Saarinen;Oscar Niemeyer;Frank Gehry
Kunst;Was ist Keramik?;Kunstwerke aus gebranntem Ton;Kunstwerke aus geschliffenem Glas;Kunstwerke aus poliertem Metall;Kunstwerke aus gehauenem Stein
Kunst;Welcher Künstler ist bekannt für seine Farbflächenmalerei?;Mark Rothko;Jackson Pollock;Willem de Kooning;Franz Kline
Kunst;Was ist ein Skylight in der Architektur?;Ein Fenster in der Decke oder im Dach;Eine Art von Säule;Eine spezielle Art von Tür;Ein dekoratives Element an der Fassade
Kunst;Wer malte das Bild "Das Floß der Medusa" (Romantik)?;Théodore Géricault;Eugène Delacroix;Francisco de Goya;Caspar David Friedrich
Kunst;Was ist Lithografie?;Ein Flachdruckverfahren auf Steinplatte;Ein Hochdruckverfahren auf Holz;Ein Tiefdruckverfahren auf Kupfer;Ein Siebdruckverfahren auf Textil
Kunst;Welcher Stil der Gotik ist durch komplizierte Maßwerke und große Fenster gekennzeichnet?;Rayonnant;Frühgotik;Hochgotik;Spätgotik
Kunst;Was ist Fotorealismus?;Malerei, die Fotos sehr realistisch imitiert;Eine Form der abstrakten Fotografie;Eine Technik der digitalen Bildbearbeitung;Ein Stil der Schwarz-Weiß-Fotografie
Kunst;Wer schuf die Deckenmalerei der Sixtinischen Kapelle?;Michelangelo;Raffael;Leonardo da Vinci;Sandro Botticelli
Kunst;Was ist ein Diorama?;Ein dreidimensionales Modell in einer Schaukasten-Szene;Ein großformatiges Wandgemälde;Eine Form der Keramikskulptur;Ein spezieller Typ von Fresko
Kunst;Welche Bewegung versuchte, die Kunst mit dem Leben zu verschmelzen und Alltagsmaterialien zu nutzen?;Merzbau;Surrealismus;Konstruktivismus;Impressionismus
Kunst;Wer entwarf das "Centre Georges Pompidou" in Paris?;Renzo Piano und Richard Rogers;I.M. Pei;Jean Nouvel;Santiago Calatrava
Kunst;Was ist Patina?;Die natürliche Alterungsschicht auf Bronze oder Kupfer;Eine spezielle Art der Glasur;Ein Lack zur Versiegelung von Gemälden;Ein Begriff für verrostetes Eisen
Kunst;Welcher Künstler ist berühmt für seine Flaschentrockner und Fahrradreifen als Readymades?;Marcel Duchamp;Man Ray;Francis Picabia;Max Ernst
Kunst;Was ist Fresko?;Malerei auf nassem, frischem Putz;Malerei auf Leinwand;Malerei auf Holztafeln;Malerei auf trockenem Putz
Kunst;Wer malte das impressionistische Bild "Impression, soleil levant"?;Claude Monet;Édouard Manet;Pierre-Auguste Renoir;Edgar Degas
Kunst;Was ist Terrakotta?;Unglasierte, gebrannte Keramik;Eine Art von poliertem Marmor;Eine Technik der Goldätzung;Ein Material zur Glasherstellung
Kunst;Welcher Architekt entwarf das Vanna Venturi House?;Robert Venturi;Philip Johnson;Aldo Rossi;Michael Graves
Kunst;Wer schuf die Skulptur "Der Kuss" (Bronze, 1908)?;Constantin Brâncuși;Auguste Rodin;Aristide Maillol;Henry Moore
Kunst;Was ist Glasmalerei?;Das Färben von Glas, oft für Kirchenfenster;Das Bemalen von Keramik;Die Herstellung von Glasperlen;Eine Technik der Holzbearbeitung
Kunst;Welcher Stil der islamischen Kunst ist bekannt für seine geometrischen Muster und Kalligrafie?;Arabeske;Figürlich;Landschaftlich;Porträtiert
Kunst;Was ist eine Collage?;Ein Bild aus verschiedenen aufgeklebten Materialien;Ein Gemälde mit Ölfarben;Eine Zeichnung mit Pastellkreiden;Eine Form der Bronzeskulptur
Kunst;Wer malte die Mona Lisa?;Leonardo da Vinci;Raffael;Tizian;Michelangelo
Kunst;Was ist Barock?;Ein Stil der Fülle, Bewegung und Dramatik;Ein Stil der Einfachheit und Klarheit;Ein Stil der geometrischen Abstraktion;Ein Stil der Naturdarstellungen
Kunst;Welcher Künstler gilt als Vorreiter des Expressionismus mit seinen dramatischen, farbintensiven Werken?;Edvard Munch;Gustav Klimt;Wassily Kandinsky;Paul Cézanne
Kunst;Was ist Stuck?;Ein feinkörniger Mörtel für dekorative Wand- und Deckenverkleidungen;Eine Art von Marmor;Ein Metall zur Skulpturenherstellung;Ein Lack zur Holzbehandlung
Kunst;Wer entwarf das Vogelnest Stadion für Peking 2008?;Herzog & de Meuron;Rem Koolhaas;Zaha Hadid;Norman Foster
Kunst;Was ist Op Art (Optical Art)?;Kunst, die optische Täuschungen erzeugt;Kunst, die sich mit der Umwelt befasst;Kunst, die historische Ereignisse darstellt;Kunst, die rein monochrom ist
Kunst;Welcher Bildhauer ist bekannt für seine überdimensionalen, oft thematisierten Spinnen-Skulpturen?;Louise Bourgeois;Alberto Giacometti;Henry Moore;Jean Tinguely
Kunst;Was ist Holzschnitt?;Ein Hochdruckverfahren von einer geschnittenen Holzplatte;Ein Tiefdruckverfahren auf Holz;Eine Art der Holzschnitzerei;Eine Form der Brandmalerei
Kunst;Welcher Stil ist gekennzeichnet durch Idealismus, Symmetrie und klare Linien (ca. 1400-1600)?;Renaissance;Barock;Gotik;Romanik
Kunst;Wer malte "Sternennacht" mit wirbelnden Himmel?;Vincent van Gogh;Paul Gauguin;Paul Cézanne;Henri de Toulouse-Lautrec
Kunst;Was ist Glasfusing?;Das Verschmelzen von Glasstücken durch Hitze;Das Bemalen von Glas;Das Schneiden von Glas;Das Ätzen von Glas
Kunst;Welche Bewegung suchte nach der Darstellung von Träumen und dem Unterbewusstsein?;Surrealismus;Dadaismus;Futurismus;Konstruktivismus
Kunst;Wer schuf die Skulptur "L'Homme qui marche I" (Der Schreitende Mann)?;Alberto Giacometti;Henry Moore;Constantin Brâncuși;Auguste Rodin
Kunst;Was ist Linolschnitt?;Ein Hochdruckverfahren von einer Linoleumplatte;Ein Tiefdruckverfahren auf Linoleum;Eine Art der Keramikmalerei;Ein Verfahren zur Glasätzung
Kunst;Welcher Architekt entwarf die Villa Savoye?;Le Corbusier;Walter Gropius;Ludwig Mies van der Rohe;Alvar Aalto
Kunst;Was ist trompe-l'œil?;Illusionistische Malerei, die Dreidimensionalität vortäuscht;Malerei mit sehr abstrakten Formen;Eine Technik der Glasmalerei;Eine Form der Steinmetzarbeit
Kunst;Wer malte das Bild "Der Schrei"?;Edvard Munch;James Ensor;Gustav Klimt;Egon Schiele
Kunst;Was ist Abtönung?;Das Aufhellen einer Farbe durch Zugabe von Weiß;Das Abdunkeln einer Farbe durch Zugabe von Schwarz;Das Hinzufügen von Komplementärfarben;Das Mischen von Primärfarben
Kunst;Welcher Stil ist bekannt für seine geschwungenen Linien und floralen Ornamente (ca. 1890-1910)?;Art Nouveau/Jugendstil;Art Déco;Biedermeier;Gotik
Kunst;Was ist Bronzeguss?;Ein Verfahren zur Herstellung von Metallskulpturen;Eine Technik der Holzschnitzerei;Eine Form der Glasmalerei;Ein Verfahren zur Keramikherstellung
Kunst;Wer war ein bedeutender Vertreter des Suprematismus?;Kasimir Malewitsch;Wassily Kandinsky;Piet Mondrian;El Lissitzky
Kunst;Was ist Pastell?;Eine Maltechnik mit Kreidestiften;Eine Technik der Ölmalerei;Eine Form der Aquarellmalerei;Ein Verfahren zur Wandmalerei
Kunst;Welcher Künstler ist bekannt für seine Comics als Vorlagen in der Pop Art?;Roy Lichtenstein;Andy Warhol;Jasper Johns;Robert Rauschenberg
Kunst;Was ist Perspektive?;Die Darstellung von Tiefe und Raum auf einer Fläche;Die Verwendung von kräftigen Farben;Die Malerei von Porträts;Die Betonung von Oberflächenstrukturen
Kunst;Wer entwarf das Guggenheim Museum in Bilbao?;Frank Gehry;Santiago Calatrava;Norman Foster;Jean Nouvel
Kunst;Was ist Stillleben?;Die Darstellung lebloser Gegenstände;Die Darstellung von Landschaften;Die Darstellung von Porträts;Die Darstellung religiöser Szenen
Kunst;Welche Bewegung nutzte Alltagsgegenstände in ihren Kunstwerken und entwickelte die Combine Paintings?;Neo-Dada/Rauschenberg;Abstrakter Expressionismus;Konzeptkunst;Land Art
Kunst;Was ist Tondo?;Ein rundes Gemälde oder Relief;Ein sehr langes, schmales Gemälde;Ein Gemälde in Dreiecksform;Ein Gemälde auf Holzplatte
Kunst;Was ist Mischtechnik?;Die Kombination verschiedener Malmaterialien in einem Werk;Die Verwendung einer einzigen Farbe;Die Malerei auf Keramik;Die Herstellung von Mosaiken
Kunst;Wer schuf die Skulptur Fountain?;Marcel Duchamp;Man Ray;Francis Picabia;Hans Arp
Kunst;Welche Künstlergruppe war für ihre Brücken-Bewegung bekannt (Expressionismus)?;Ernst Ludwig Kirchner;Franz Marc;August Macke;Otto Dix
Kunst;Was ist "Architrav" in der Architektur?;Der horizontale Hauptbalken über den Säulen;Ein vertikales Element einer Fassade;Ein dekorativer Giebel;Eine Art von Dach
Kunst;Wer malte die Versuchung des Heiligen Antonius?;Salvador Dalí;René Magritte;Max Ernst;Joan Miró
Kunst;Was ist Stillegung (Enamel)?;Das Schmelzen von Glaspulver auf Metall;Eine Technik der Aquarellmalerei;Eine Form der Pastellzeichnung;Ein Verfahren zur Holzschnitzerei
Kunst;Welche Bewegung feierte die Geschwindigkeit, Technologie und Jugend (Anfang 20. Jh.)?;Futurismus;Dadaismus;Kubismus;Surrealismus
Kunst;Wer entwarf die "Chapel of Notre Dame du Haut" in Ronchamp?;Le Corbusier;Walter Gropius;Ludwig Mies van der Rohe;Frank Lloyd Wright
Kunst;Was ist Grisaille?;Malerei in Graustufen (Monochrom);Malerei mit leuchtenden Farben;Eine Technik der Glasmalerei;Ein Verfahren zur Herstellung von Skulpturen
Kunst;Welcher Künstler ist bekannt für seine Balletttänzerinnen in Pastell und Öl?;Edgar Degas;Claude Monet;Pierre-Auguste Renoir;Mary Cassatt
Kunst;Was ist Ädikula in der Architektur?;Ein kleiner Schrein oder Rahmen, oft von Säulen umgeben;Ein großer zentraler Platz;Eine Art von Dach;Ein dekoratives Geländer
Kunst;Wer schuf "Guernica" (Darstellung der Schrecken des Krieges)?;Pablo Picasso;Salvador Dalí;Joan Miró;Max Ernst
Kunst;Was ist Schabkunst (Mezzotinto)?;Ein Tiefdruckverfahren zur Erzeugung feiner Halbtöne;Ein Hochdruckverfahren auf Holz;Eine Form der Aquarellmalerei;Ein Verfahren zur Keramikherstellung
Kunst;Wie nennt man die Gewichtsverlagerung in der antiken Skulptur, die Entspannung und Spannung zeigt?;Kontrapfost;S-Kurve;Kanon;Frontalität
Kunst;Welcher Künstler schnitt sich im Wahn ein Stück seines linken Ohres ab?;Vincent van Gogh;Paul Gauguin;Henri de Toulouse-Lautrec;Edvard Munch
Kunst;Was bezeichnet der Begriff "Duktus" in der Malerei?;Die persönliche Handschrift der Pinselführung;Die Sättigung der Pigmente;Die Dicke der Leinwand;Die chemische Zusammensetzung des Firnis
Kunst;Welcher Architekt entwarf das "Haus Tugendhat" in Brünn?;Ludwig Mies van der Rohe;Walter Gropius;Le Corbusier;Bruno Taut
Kunst;Was versteht man unter "Action Painting"?;Ein dynamischer, spontaner Auftrag von Farbe;Malen nach einem exakten Drehbuch;Fotorealistische Darstellung von Sport;Malerei im öffentlichen Raum
Kunst;In welcher Epoche entstand die "Venus von Milo"?;Hellenismus;Archaik;Klassik;Römische Kaiserzeit
Kunst;Welche Technik nutzte Jackson Pollock für seine berühmtesten Werke?;Dripping;Pointillismus;Sfumato;Lasur
Kunst;Was ist eine "Karyatide" in der Architektur?;Eine Säule in Gestalt einer Frauenfigur;Ein dreieckiges Giebelrelief;Ein runder Fensterrahmen;Ein stützender Holzbalken
Kunst;Welcher Maler ist für seine extremen, oft grausamen Papst-Porträts bekannt?;Francis Bacon;Lucian Freud;Gerhard Richter;Anselm Kiefer
Kunst;Was ist "Sgraffito"?;Eine Dekortechnik durch das Kratzen in Putzschichten;Eine Form der Ölmalerei auf Metall;Ein spezielles Ätzverfahren für Kupfer;Eine Art der Buchillustration
Kunst;Welcher Künstler schuf die "Infinity Mirrors"-Installationen?;Yayoi Kusama;Marina Abramović;Cindy Sherman;Yoko Ono
Kunst;Was bedeutet der Begriff "Impasto"?;Ein sehr dicker Auftrag von Farbe;Eine hauchdünne Farbschicht;Die Grundierung einer Leinwand;Das Mischen von Öl und Wasser
Kunst;Wer malte "Das Mädchen mit dem Perlenohrgehänge"?;Johannes Vermeer;Rembrandt van Rijn;Frans Hals;Pieter de Hooch
Kunst;Was ist ein "Obelisk"?;Ein hoher, nach oben spitz zulaufender Steinpfeiler;Ein rundes Grabmonument;Ein kleiner Altar in Privathäusern;Ein gewölbter Torbogen
Kunst;Welche Bewegung des 19. Jahrhunderts forderte die Rückkehr zum Handwerk und zur Natur?;Arts and Crafts;Impressionismus;Realismus;Historismus
Kunst;Wer schuf das ikonische Logo der "Chupa Chups"-Lutscher?;Salvador Dalí;Joan Miró;Pablo Picasso;Andy Warhol
Kunst;Was ist "Enkaustik"?;Malerei mit erhitztem Wachs;Malerei mit Farbpulver und Kleber;Malerei auf Seide;Malerei mit Kohle
Kunst;Welcher Bildhauer schuf die "Bürger von Calais"?;Auguste Rodin;Aristide Maillol;Alberto Giacometti;Henry Moore
Kunst;Was ist eine "Zikkurat"?;Ein gestufter Tempelturm in Mesopotamien;Ein ägyptisches Pyramidengrab;Ein griechisches Freilufttheater;Ein römisches Wasserleitungssystem
Kunst;Welcher Künstler ist berühmt für seine blauen Monochrom-Gemälde (IKB)?;Yves Klein;Piet Mondrian;Mark Rothko;Kazimir Malewitsch
Kunst;Was ist ein "Triptychon"?;Ein dreiteiliges Altarbild;Ein runder Bilderrahmen;Ein spezieller Typ von Meißel;Ein Bindemittel für Tempera
Kunst;In welchem Land entstand der Futurismus?;Italien;Frankreich;Russland;Deutschland
Kunst;Wer entwarf die Glaskuppel des Berliner Reichstags?;Norman Foster;Renzo Piano;Zaha Hadid;Frank Gehry
Kunst;Was bezeichnet man als "Palimpsest"?;Ein wiederbeschriebenes Pergament;Eine Form der Glasherstellung;Ein spezieller Pinselhärter;Ein Bauelement der Gotik
Kunst;Welcher Künstler schuf das Werk "L'Empire des lumières" (Das Reich der Lichter)?;René Magritte;Salvador Dalí;Max Ernst;Joan Miró
Kunst;Was ist "Gouache"?;Eine deckende Wasserfarbe mit Kreidezusatz;Eine transparente Lasurtechnik;Ein Pigment aus Halbedelsteinen;Eine Technik der Bronzepatinierung
Kunst;Wer malte die "Garten der Lüste"?;Hieronymus Bosch;Pieter Bruegel der Ältere;Jan van Eyck;Albrecht Dürer
Kunst;Was ist eine "Pietà"?;Darstellung Marias mit dem Leichnam Jesu;Darstellung der Heiligen Drei Könige;Die Himmelfahrt Christi;Ein Porträt eines Papstes
Kunst;Welcher Künstler gilt als Pionier der Video-Kunst?;Nam June Paik;Bill Viola;Bruce Nauman;Joseph Beuys
Kunst;Was ist "Cinquecento" in der Kunstgeschichte?;Das 16. Jahrhundert (italienische Hochrenaissance);Eine spezielle Goldlegierung;Ein Begriff für 500 Jahre Kunst;Eine Maltechnik mit 500 Schichten
Kunst;Wer schuf das Monument "Spiral Jetty" in Utah?;Robert Smithson;Richard Serra;Walter De Maria;Donald Judd
Kunst;Was ist ein "Leporello"?;Ein faltbares Buch oder Heft in Zickzack-Form;Ein spezieller Malstock;Ein Fachbegriff für verblasste Farbe;Ein barockes Deckengemälde
Kunst;Welcher Maler ist für seine "Wanderer über dem Nebelmeer" bekannt?;Caspar David Friedrich;Philipp Otto Runge;Adolph Menzel;Karl Friedrich Schinkel
Kunst;Was ist "Aquarell-Lavierung"?;Das gleichmäßige Verteilen stark verdünnter Farbe;Das Fixieren einer Zeichnung;Das Entfernen von Farbschichten;Das Auftragen von Blattgold
Kunst;Wer entwarf das "Fallingwater"-Haus über einem Wasserfall?;Frank Lloyd Wright;Le Corbusier;Louis Sullivan;Alvar Aalto
Kunst;Was ist ein "Kanon" in der Proportionslehre?;Ein Regelwerk für die ideale Körperdarstellung;Ein spezielles Schnitzwerkzeug;Ein Gesetz zur Kirchenmalerei;Ein Farbmischverhältnis
Kunst;Welcher Künstler verhüllte den Reichstag in Berlin?;Christo;Joseph Beuys;Gerhard Richter;Anselm Kiefer
Kunst;Was ist "Sfumato"?;Eine Technik zur Erzeugung nebliger Übergänge;Ein Werkzeug zum Polieren von Marmor;Eine Form der Radierung;Ein Bindemittel aus Harz
Kunst;Wer malte das Porträt "Dora Maar au Chat"?;Pablo Picasso;Henri Matisse;Georges Braque;Marc Chagall
Kunst;Was ist "Land Art"?;Kunstwerke, die direkt in der Natur entstehen;Realistische Landschaftsmalerei;Gartenarchitektur des Barock;Städteplanung im Klassizismus
Kunst;Welcher Architekt ist bekannt für seine Kurven und das Heydar Aliyev Center?;Zaha Hadid;Frank Gehry;Jean Nouvel;Rem Koolhaas
Kunst;Was ist "Batik"?;Ein Textilfärbeverfahren mit Wachs;Eine Form der Mosaiklegung;Eine Technik der Wandmalerei;Ein spezielles Druckverfahren
Kunst;Wer malte "Las Meninas"?;Diego Velázquez;Francisco de Goya;El Greco;Bartolomé Esteban Murillo
Kunst;Was ist ein "Atelier"?;Die Werkstatt eines Künstlers;Ein Rahmen für wertvolle Bilder;Ein spezielles Farbpigment;Ein Kunsthändler oder Galerist
Kunst;Welcher Stil zeichnet sich durch übersteigerte Formen und Emotionen aus (ca. 1905-1920)?;Expressionismus;Impressionismus;Realismus;Klassizismus
Kunst;Was ist "Aquatinta"?;Ein Tiefdruckverfahren zur Erzeugung von Flächen;Eine Technik der Aquarellmalerei;Ein Farbstoff aus Tintenfischen;Eine Methode zur Glasreinigung
Kunst;Wer schuf das Gemälde "Das Abendmahl" im Kloster Santa Maria delle Grazie?;Leonardo da Vinci;Michelangelo;Raffael;Donatello
Kunst;Was ist ein "Fries" in der Architektur?;Ein waagerechter Zierstreifen an einer Wand;Ein vertikaler Stützpfeiler;Ein rundes Dachfenster;Ein unterirdisches Gewölbe
Kunst;Welcher Künstler ist bekannt für seine "Ready-mades"?;Marcel Duchamp;Man Ray;Max Ernst;Francis Picabia
Kunst;Was ist "Archaik" in der griechischen Kunst?;Die Frühphase der griechischen Kunst;Die Blütezeit des Hellenismus;Die Phase der römischen Kopien;Der Übergang zur Moderne
Kunst;Wer malte "Wanderer über dem Nebelmeer"?;Caspar David Friedrich;Carl Blechen;Philipp Otto Runge;Adolph Menzel
Kunst;Was ist "Action Painting"?;Ein dynamischer Malstil mit Farbspritzern;Eine Form der darstellenden Kunst;Malerei von Filmszenen;Ein spezieller Trickfilm-Stil
Kunst;Welche Farbe wird traditionell als "Lapis Lazuli" bezeichnet?;Ein tiefes Blau;Ein leuchtendes Rot;Ein sattes Grün;Ein helles Gelb
Kunst;Wer entwarf das Guggenheim-Museum in Bilbao?;Frank Gehry;Zaha Hadid;Norman Foster;Renzo Piano
Kunst;Was ist "Grisaille"?;Malerei ausschließlich in Grautönen;Ein spezielles Bindemittel für Öl;Eine Technik der Holzbearbeitung;Eine Form der Glasmalerei
Kunst;Wer schuf das berühmte Gemälde "Der Kuss" (Goldener Stil)?;Gustav Klimt;Egon Schiele;Oskar Kokoschka;Franz Marc
Kunst;Was ist ein "Kontrapfosten"?;Eine Gewichtsverlagerung in der Körperhaltung einer Skulptur;Ein spezieller Stützpfeiler in Kirchen;Ein Werkzeug für Radierungen;Ein Farbmischverhältnis
Kunst;Welcher Stil folgt zeitlich auf den Barock?;Rokoko;Gotik;Romanik;Historismus
Kunst;Wer ist bekannt für seine "Dripping"-Technik?;Jackson Pollock;Mark Rothko;Andy Warhol;Jasper Johns
Kunst;Was ist eine "Lithografie"?;Ein Steindruckverfahren;Ein Holzschnitt;Eine Radierung;Ein Siebdruck
Kunst;Welcher Architekt baute die Villa Rotonda?;Andrea Palladio;Donato Bramante;Michelangelo;Filippo Brunelleschi
Kunst;Was bezeichnet "Manierismus"?;Stil zwischen Renaissance und Barock;Eine Form der Pinselführung;Eine Technik der Bildhauerei;Ein Verhaltenskodex für Künstler
